name,highway,UF,item,latitude,longitude,exp_km_calc
GH039704,349,BA,Faixa Central,-134.832.812,-449.721.965,949.0
GH039704,349,BA,Faixa Lateral,-134.832.812,-449.721.965,949.0
GH039704,349,BA,Trinca,-134.833.694,-44.972.224,949.0
GH010001,418,BA,Rocada,-17.746.185,-395.787.442,54.0
GH010001,418,BA,Faixa Central,-17.746.185,-395.787.442,54.0
GH010001,418,BA,Faixa Lateral,-17.746.185,-395.787.442,54.0
GH010001,418,BA,Rocada,-177.459.871,-395.783.188,54.0
GH010001,418,BA,Faixa Central,-177.459.871,-395.783.188,54.0
GH010001,418,BA,Faixa Lateral,-177.459.871,-395.783.188,54.0
GH010001,418,BA,Rocada,-177.457.888,-395.778.914,54.0
GH010001,418,BA,Faixa Central,-177.457.888,-395.778.914,54.0
GH010001,418,BA,Faixa Lateral,-177.457.888,-395.778.914,54.0
GH010001,418,BA,Rocada,-177.455.925,-395.774.644,53.0
GH010001,418,BA,Faixa Central,-177.455.925,-395.774.644,53.0
GH010001,418,BA,Faixa Lateral,-177.455.925,-395.774.644,53.0
GH010001,418,BA,Rocada,-177.453.973,-395.770.376,53.0
GH010001,418,BA,Faixa Central,-177.453.973,-395.770.376,53.0
GH010001,418,BA,Faixa Lateral,-177.453.973,-395.770.376,53.0
GH010001,418,BA,Rocada,-177.451.983,-395.766.021,53.0
GH010001,418,BA,Faixa Central,-177.451.983,-395.766.021,53.0
GH010001,418,BA,Faixa Lateral,-177.451.983,-395.766.021,53.0
GH010001,418,BA,Rocada,-177.449.994,-39.576.172,53.0
GH010001,418,BA,Faixa Central,-177.449.994,-39.576.172,53.0
GH010001,418,BA,Faixa Lateral,-177.449.994,-39.576.172,53.0
GH010001,418,BA,Rocada,-177.448.006,-395.757.462,53.0
GH010001,418,BA,Faixa Central,-177.448.006,-395.757.462,53.0
GH010001,418,BA,Faixa Lateral,-177.448.006,-395.757.462,53.0
GH010001,418,BA,Rocada,-177.446.031,-395.753.174,53.0
GH010001,418,BA,Faixa Central,-177.446.031,-395.753.174,53.0
GH010001,418,BA,Faixa Lateral,-177.446.031,-395.753.174,53.0
GH010001,418,BA,Drenagem,-177.445.222,-39.575.141,53.0
GH010001,418,BA,Rocada,-177.444.052,-395.748.837,53.0
GH010001,418,BA,Faixa Central,-177.444.052,-395.748.837,53.0
GH010001,418,BA,Faixa Lateral,-177.444.052,-395.748.837,53.0
GH010001,418,BA,Drenagem,-177.443.495,-395.747.614,53.0
GH010001,418,BA,Rocada,-177.442.098,-395.744.585,53.0
GH010001,418,BA,Faixa Central,-177.442.098,-395.744.585,53.0
GH010001,418,BA,Faixa Lateral,-177.442.098,-395.744.585,53.0
GH010001,418,BA,Rocada,-177.440.099,-395.740.288,53.0
GH010001,418,BA,Faixa Central,-177.440.099,-395.740.288,53.0
GH010001,418,BA,Faixa Lateral,-177.440.099,-395.740.288,53.0
GH010001,418,BA,Rocada,-177.438.187,-395.735.998,53.0
GH010001,418,BA,Faixa Central,-177.438.187,-395.735.998,53.0
GH010001,418,BA,Faixa Lateral,-177.438.187,-395.735.998,53.0
GH010002,418,BA,Rocada,-178.261.055,-396.719.976,69.0
GH010002,418,BA,Faixa Central,-178.261.055,-396.719.976,69.0
GH010002,418,BA,Faixa Lateral,-178.261.055,-396.719.976,69.0
GH010002,418,BA,Remendo,-178.260.542,-396.718.923,69.0
GH010002,418,BA,Buraco,-178.260.286,-396.718.423,69.0
GH010002,418,BA,Remendo,-178.260.143,-396.718.133,69.0
GH010002,418,BA,Buraco,-178.260.042,-396.717.917,69.0
GH010002,418,BA,Trinca,-178.259.679,-396.717.085,69.0
GH010002,418,BA,Rocada,-178.259.221,-39.671.575,69.0
GH010002,418,BA,Faixa Central,-178.259.221,-39.671.575,69.0
GH010002,418,BA,Faixa Lateral,-178.259.221,-39.671.575,69.0
GH010002,418,BA,Rocada,-178.257.072,-396.711.602,68.0
GH010002,418,BA,Faixa Central,-178.257.072,-396.711.602,68.0
GH010002,418,BA,Faixa Lateral,-178.257.072,-396.711.602,68.0
GH010002,418,BA,Rocada,-178.254.953,-396.707.384,68.0
GH010002,418,BA,Faixa Central,-178.254.953,-396.707.384,68.0
GH010002,418,BA,Faixa Lateral,-178.254.953,-396.707.384,68.0
GH010002,418,BA,Rocada,-178.252.837,-396.703.188,68.0
GH010002,418,BA,Faixa Central,-178.252.837,-396.703.188,68.0
GH010002,418,BA,Faixa Lateral,-178.252.837,-396.703.188,68.0
GH010002,418,BA,Rocada,-178.250.702,-396.698.999,68.0
GH010002,418,BA,Faixa Central,-178.250.702,-396.698.999,68.0
GH010002,418,BA,Faixa Lateral,-178.250.702,-396.698.999,68.0
GH010002,418,BA,Remendo,-178.250.153,-396.697.919,68.0
GH010002,418,BA,Rocada,-178.248.585,-39.669.482,68.0
GH010002,418,BA,Faixa Central,-178.248.585,-39.669.482,68.0
GH010002,418,BA,Faixa Lateral,-178.248.585,-39.669.482,68.0
GH010002,418,BA,Rocada,-178.246.479,-396.690.641,68.0
GH010002,418,BA,Faixa Central,-178.246.479,-396.690.641,68.0
GH010002,418,BA,Faixa Lateral,-178.246.479,-396.690.641,68.0
GH010002,418,BA,Rocada,-178.244.365,-396.686.439,68.0
GH010002,418,BA,Faixa Central,-178.244.365,-396.686.439,68.0
GH010002,418,BA,Faixa Lateral,-178.244.365,-396.686.439,68.0
GH010002,418,BA,Rocada,-178.242.213,-396.682.205,68.0
GH010002,418,BA,Faixa Central,-178.242.213,-396.682.205,68.0
GH010002,418,BA,Faixa Lateral,-178.242.213,-396.682.205,68.0
GH010002,418,BA,Rocada,-178.240.105,-396.678.028,68.0
GH010002,418,BA,Faixa Central,-178.240.105,-396.678.028,68.0
GH010002,418,BA,Faixa Lateral,-178.240.105,-396.678.028,68.0
GH010002,418,BA,Rocada,-178.237.975,-396.673.822,68.0
GH010002,418,BA,Faixa Central,-178.237.975,-396.673.822,68.0
GH010002,418,BA,Faixa Lateral,-178.237.975,-396.673.822,68.0
GH010002,418,BA,Rocada,-178.235.849,-396.669.607,68.0
GH010002,418,BA,Faixa Central,-178.235.849,-396.669.607,68.0
GH010002,418,BA,Faixa Lateral,-178.235.849,-396.669.607,68.0
GH010002,418,BA,Rocada,-178.233.723,-3.966.654,68.0
GH010002,418,BA,Faixa Central,-178.233.723,-3.966.654,68.0
GH010002,418,BA,Faixa Lateral,-178.233.723,-3.966.654,68.0
GH010002,418,BA,Rocada,-178.231.568,-396.661.194,68.0
GH010002,418,BA,Faixa Central,-178.231.568,-396.661.194,68.0
GH010002,418,BA,Faixa Lateral,-178.231.568,-396.661.194,68.0
GH010002,418,BA,Rocada,-178.229.424,-396.656.973,68.0
GH010002,418,BA,Faixa Central,-178.229.424,-396.656.973,68.0
GH010002,418,BA,Faixa Lateral,-178.229.424,-396.656.973,68.0
GH010002,418,BA,Rocada,-178.227.275,-396.652.728,68.0
GH010002,418,BA,Faixa Central,-178.227.275,-396.652.728,68.0
GH010002,418,BA,Faixa Lateral,-178.227.275,-396.652.728,68.0
GH010002,418,BA,Rocada,-178.225.163,-396.648.534,68.0
GH010002,418,BA,Faixa Central,-178.225.163,-396.648.534,68.0
GH010002,418,BA,Faixa Lateral,-178.225.163,-396.648.534,68.0
GH010002,418,BA,Rocada,-178.223.022,-39.664.434,68.0
GH010002,418,BA,Faixa Central,-178.223.022,-39.664.434,68.0
GH010002,418,BA,Faixa Lateral,-178.223.022,-39.664.434,68.0
GH010002,418,BA,Rocada,-178.220.893,-396.640.176,68.0
GH010002,418,BA,Faixa Central,-178.220.893,-396.640.176,68.0
GH010002,418,BA,Faixa Lateral,-178.220.893,-396.640.176,68.0
GH010002,418,BA,Rocada,-178.218.746,-396.635.948,68.0
GH010002,418,BA,Faixa Central,-178.218.746,-396.635.948,68.0
GH010002,418,BA,Faixa Lateral,-178.218.746,-396.635.948,68.0
GH010002,418,BA,Rocada,-178.216.586,-396.631.711,68.0
GH010002,418,BA,Faixa Central,-178.216.586,-396.631.711,68.0
GH010002,418,BA,Faixa Lateral,-178.216.586,-396.631.711,68.0
GH010002,418,BA,Buraco,-178.215.851,-396.630.272,67.0
GH010002,418,BA,Rocada,-178.214.453,-396.627.508,67.0
GH010002,418,BA,Faixa Central,-178.214.453,-396.627.508,67.0
GH010002,418,BA,Faixa Lateral,-178.214.453,-396.627.508,67.0
GH010002,418,BA,Buraco,-17.821.301,-396.624.685,67.0
GH010002,418,BA,Rocada,-178.212.318,-396.623.327,67.0
GH010002,418,BA,Faixa Central,-178.212.318,-396.623.327,67.0
GH010002,418,BA,Faixa Lateral,-178.212.318,-396.623.327,67.0
GH010002,418,BA,Drenagem,-178.211.604,-39.662.193,67.0
GH010002,418,BA,Drenagem,-178.210.164,-396.619.134,67.0
GH010002,418,BA,Rocada,-178.210.164,-396.619.134,67.0
GH010002,418,BA,Faixa Central,-178.210.164,-396.619.134,67.0
GH010002,418,BA,Faixa Lateral,-178.210.164,-396.619.134,67.0
GH010002,418,BA,Rocada,-178.207.942,-396.614.997,67.0
GH010002,418,BA,Faixa Central,-178.207.942,-396.614.997,67.0
GH010002,418,BA,Faixa Lateral,-178.207.942,-396.614.997,67.0
GH010002,418,BA,Drenagem,-178.206.322,-396.611.491,67.0
GH010002,418,BA,Rocada,-178.205.948,-39.661.074,67.0
GH010002,418,BA,Faixa Central,-178.205.948,-39.661.074,67.0
GH010002,418,BA,Faixa Lateral,-178.205.948,-39.661.074,67.0
GH010002,418,BA,Rocada,-178.203.833,-396.606.516,67.0
GH010002,418,BA,Faixa Central,-178.203.833,-396.606.516,67.0
GH010002,418,BA,Faixa Lateral,-178.203.833,-396.606.516,67.0
