name,highway,UF,item,latitude,longitude,exp_km_calc
GH010080,282,SC,Rocada,-276.740.009,-487.696.765,27.0
GH010080,282,SC,Faixa Central,-276.740.009,-487.696.765,27.0
GH010080,282,SC,Faixa Lateral,-276.740.009,-487.696.765,27.0
GH010080,282,SC,Rocada,-276.737.241,-487.700.804,27.0
GH010080,282,SC,Faixa Central,-276.737.241,-487.700.804,27.0
GH010080,282,SC,Faixa Lateral,-276.737.241,-487.700.804,27.0
GH010080,282,SC,Rocada,-276.734.733,-48.770.509,27.0
GH010080,282,SC,Faixa Central,-276.734.733,-48.770.509,27.0
GH010080,282,SC,Faixa Lateral,-276.734.733,-48.770.509,27.0
GH010080,282,SC,Rocada,-276.732.613,-487.709.627,27.0
GH010080,282,SC,Faixa Central,-276.732.613,-487.709.627,27.0
GH010080,282,SC,Faixa Lateral,-276.732.613,-487.709.627,27.0
GH010080,282,SC,Placa,-276.732.204,-487.710.657,27.0
GH010080,282,SC,Rocada,-276.730.899,-487.714.319,27.0
GH010080,282,SC,Faixa Central,-276.730.899,-487.714.319,27.0
GH010080,282,SC,Faixa Lateral,-276.730.899,-487.714.319,27.0
GH010080,282,SC,Remendo,-276.730.359,-487.716.073,27.0
GH010080,282,SC,Rocada,-27.672.957,-48.771.918,27.0
GH010080,282,SC,Faixa Central,-27.672.957,-48.771.918,27.0
GH010080,282,SC,Faixa Lateral,-27.672.957,-48.771.918,27.0
GH010080,282,SC,Placa,-276.729,-48.772.202,27.0
GH010080,282,SC,Rocada,-276.728.649,-487.724.188,27.0
GH010080,282,SC,Faixa Central,-276.728.649,-487.724.188,27.0
GH010080,282,SC,Faixa Lateral,-276.728.649,-487.724.188,27.0
GH010080,282,SC,Buraco,-276.728.141,-487.728.749,27.0
GH010080,282,SC,Rocada,-276.728.106,-48.772.924,27.0
GH010080,282,SC,Faixa Central,-276.728.106,-48.772.924,27.0
GH010080,282,SC,Faixa Lateral,-276.728.106,-48.772.924,27.0
GH010080,282,SC,Rocada,-276.727.951,-487.734.319,27.0
GH010080,282,SC,Faixa Central,-276.727.951,-487.734.319,27.0
GH010080,282,SC,Faixa Lateral,-276.727.951,-487.734.319,27.0
GH010080,282,SC,Remendo,-276.728.053,-487.737.332,27.0
GH010080,282,SC,Buraco,-276.728.053,-487.737.332,27.0
GH010080,282,SC,Rocada,-276.728.212,-487.739.445,27.0
GH010080,282,SC,Faixa Central,-276.728.212,-487.739.445,27.0
GH010080,282,SC,Faixa Lateral,-276.728.212,-487.739.445,27.0
GH010080,282,SC,Placa,-27.672.837,-487.740.952,27.0
GH010080,282,SC,Placa,-276.728.515,-487.742.054,27.0
GH010080,282,SC,Trinca,-276.728.713,-487.743.358,27.0
GH010080,282,SC,Rocada,-276.728.902,-487.744.461,27.0
GH010080,282,SC,Faixa Central,-276.728.902,-487.744.461,27.0
GH010080,282,SC,Faixa Lateral,-276.728.902,-487.744.461,27.0
GH010080,282,SC,Trinca,-276.729.857,-487.748.759,27.0
GH010080,282,SC,Rocada,-276.730.046,-487.749.457,27.0
GH010080,282,SC,Faixa Central,-276.730.046,-487.749.457,27.0
GH010080,282,SC,Faixa Lateral,-276.730.046,-487.749.457,27.0
GH010080,282,SC,Rocada,-276.731.575,-487.754.274,27.0
GH010080,282,SC,Faixa Central,-276.731.575,-487.754.274,27.0
GH010080,282,SC,Faixa Lateral,-276.731.575,-487.754.274,27.0
GH010080,282,SC,Rocada,-276.733.473,-487.758.976,27.0
GH010080,282,SC,Faixa Central,-276.733.473,-487.758.976,27.0
GH010080,282,SC,Faixa Lateral,-276.733.473,-487.758.976,27.0
GH010080,282,SC,Remendo,-276.734.163,-487.760.531,27.0
GH010080,282,SC,Buraco,-276.734.163,-487.760.531,27.0
GH010080,282,SC,Buraco,-276.735.435,-48.776.333,27.0
GH010080,282,SC,Rocada,-276.735.519,-487.763.509,27.0
GH010080,282,SC,Faixa Central,-276.735.519,-487.763.509,27.0
GH010080,282,SC,Faixa Lateral,-276.735.519,-487.763.509,27.0
GH010080,282,SC,Trinca,-276.735.729,-487.763.955,27.0
GH010080,282,SC,Placa,-276.737.585,-487.767.929,27.0
GH010080,282,SC,Rocada,-276.737.627,-487.768.016,27.0
GH010080,282,SC,Faixa Central,-276.737.627,-487.768.016,27.0
GH010080,282,SC,Faixa Lateral,-276.737.627,-487.768.016,27.0
GH010080,282,SC,Trinca,-276.738.644,-487.770.204,27.0
GH010080,282,SC,Rocada,-276.739.742,-487.772.554,27.0
GH010080,282,SC,Faixa Central,-276.739.742,-487.772.554,27.0
GH010080,282,SC,Faixa Lateral,-276.739.742,-487.772.554,27.0
GH010080,282,SC,Trinca,-276.740.719,-48.777.463,27.0
GH010080,282,SC,Rocada,-27.674.187,-487.777.047,27.0
GH010080,282,SC,Faixa Central,-27.674.187,-487.777.047,27.0
GH010080,282,SC,Faixa Lateral,-27.674.187,-487.777.047,27.0
GH010080,282,SC,Rocada,-27.674.403,-487.781.577,27.0
GH010080,282,SC,Faixa Central,-27.674.403,-487.781.577,27.0
GH010080,282,SC,Faixa Lateral,-27.674.403,-487.781.577,27.0
GH010080,282,SC,Rocada,-276.746.172,-487.786.104,27.0
GH010080,282,SC,Faixa Central,-276.746.172,-487.786.104,27.0
GH010080,282,SC,Faixa Lateral,-276.746.172,-487.786.104,27.0
GH010080,282,SC,Rocada,-276.748.347,-487.790.654,28.0
GH010080,282,SC,Faixa Central,-276.748.347,-487.790.654,28.0
GH010080,282,SC,Faixa Lateral,-276.748.347,-487.790.654,28.0
GH010080,282,SC,Rocada,-276.750.484,-487.795.196,28.0
GH010080,282,SC,Faixa Central,-276.750.484,-487.795.196,28.0
GH010080,282,SC,Faixa Lateral,-276.750.484,-487.795.196,28.0
GH010080,282,SC,Placa,-27.675.146,-487.797.255,28.0
GH010080,282,SC,Rocada,-276.752.621,-487.799.699,28.0
GH010080,282,SC,Faixa Central,-276.752.621,-487.799.699,28.0
GH010080,282,SC,Faixa Lateral,-276.752.621,-487.799.699,28.0
GH010080,282,SC,Remendo,-276.754.507,-487.803.654,28.0
GH010080,282,SC,Rocada,-276.754.764,-48.780.419,28.0
GH010080,282,SC,Faixa Central,-276.754.764,-48.780.419,28.0
GH010080,282,SC,Faixa Lateral,-276.754.764,-48.780.419,28.0
GH010080,282,SC,Remendo,-276.756.396,-487.807.651,28.0
GH010080,282,SC,Placa,-276.756.473,-487.807.821,28.0
GH010080,282,SC,Rocada,-276.756.901,-487.808.733,28.0
GH010080,282,SC,Faixa Central,-276.756.901,-487.808.733,28.0
GH010080,282,SC,Faixa Lateral,-276.756.901,-487.808.733,28.0
GH010080,282,SC,Rocada,-276.758.994,-487.813.226,28.0
GH010080,282,SC,Faixa Central,-276.758.994,-487.813.226,28.0
GH010080,282,SC,Faixa Lateral,-276.758.994,-487.813.226,28.0
GH010080,282,SC,Placa,-276.759.256,-487.813.764,28.0
GH010080,282,SC,Placa,-276.760.191,-487.815.723,28.0
GH010080,282,SC,Rocada,-276.761.146,-487.817.724,28.0
GH010080,282,SC,Faixa Central,-276.761.146,-487.817.724,28.0
GH010080,282,SC,Faixa Lateral,-276.761.146,-487.817.724,28.0
GH010080,282,SC,Placa,-276.761.399,-487.818.245,28.0
GH010080,282,SC,Rocada,-276.763.294,-487.822.194,28.0
GH010080,282,SC,Faixa Central,-276.763.294,-487.822.194,28.0
GH010080,282,SC,Faixa Lateral,-276.763.294,-487.822.194,28.0
GH010080,282,SC,Remendo,-276.763.736,-487.823.145,28.0
GH010080,282,SC,Rocada,-276.765.252,-487.826.767,28.0
GH010080,282,SC,Faixa Central,-276.765.252,-487.826.767,28.0
GH010080,282,SC,Faixa Lateral,-276.765.252,-487.826.767,28.0
GH010080,282,SC,Drenagem,-276.765.375,-487.827.148,28.0
GH010080,282,SC,Drenagem,-276.766.034,-487.829.668,28.0
GH010080,282,SC,Placa,-276.766.258,-48.783.054,28.0
GH010080,282,SC,Rocada,-276.766.612,-487.831.648,28.0
GH010080,282,SC,Faixa Central,-276.766.612,-487.831.648,28.0
GH010080,282,SC,Faixa Lateral,-276.766.612,-487.831.648,28.0
GH010080,282,SC,Trinca,-276.766.752,-487.832.012,28.0
GH010080,282,SC,Buraco,-276.767.363,-487.833.318,28.0
GH010080,282,SC,Trinca,-276.767.427,-487.833.434,28.0
GH010080,282,SC,Trinca,-276.768.049,-48.783.446,28.0
GH010080,282,SC,Rocada,-276.769.077,-48.783.589,28.0
GH010080,282,SC,Faixa Central,-276.769.077,-48.783.589,28.0
GH010080,282,SC,Faixa Lateral,-276.769.077,-48.783.589,28.0
GH010080,282,SC,Placa,-276.771.372,-487.839.218,28.0
GH010080,282,SC,Rocada,-276.771.785,-487.840.013,28.0
GH010080,282,SC,Faixa Central,-276.771.785,-487.840.013,28.0
GH010080,282,SC,Faixa Lateral,-276.771.785,-487.840.013,28.0
GH010080,282,SC,Placa,-276.773.313,-487.843.238,28.0
GH010080,282,SC,Rocada,-276.773.924,-487.844.555,28.0
GH010080,282,SC,Faixa Central,-276.773.924,-487.844.555,28.0
GH010080,282,SC,Faixa Lateral,-276.773.924,-487.844.555,28.0
GH010080,282,SC,Rocada,-276.776.034,-487.849.072,28.0
GH010080,282,SC,Faixa Central,-276.776.034,-487.849.072,28.0
GH010080,282,SC,Faixa Lateral,-276.776.034,-487.849.072,28.0
GH010080,282,SC,Placa,-276.776.751,-487.850.582,28.0
GH010080,282,SC,Rocada,-276.778.242,-487.853.549,28.0
GH010080,282,SC,Faixa Central,-276.778.242,-487.853.549,28.0
GH010080,282,SC,Faixa Lateral,-276.778.242,-487.853.549,28.0
GH010080,282,SC,Placa,-276.778.688,-487.854.338,28.0
GH010080,282,SC,Rocada,-276.780.924,-487.857.661,28.0
GH010080,282,SC,Faixa Central,-276.780.924,-487.857.661,28.0
GH010080,282,SC,Faixa Lateral,-276.780.924,-487.857.661,28.0
GH010080,282,SC,Rocada,-276.784.159,-487.861.194,28.0
GH010080,282,SC,Faixa Central,-276.784.159,-487.861.194,28.0
GH010080,282,SC,Faixa Lateral,-276.784.159,-487.861.194,28.0
GH010080,282,SC,Rocada,-276.788,-487.863.949,28.0
GH010080,282,SC,Faixa Central,-276.788,-487.863.949,28.0
GH010080,282,SC,Faixa Lateral,-276.788,-487.863.949,28.0
GH010080,282,SC,Rocada,-276.792.165,-487.865.938,28.0
GH010080,282,SC,Faixa Central,-276.792.165,-487.865.938,28.0
GH010080,282,SC,Faixa Lateral,-276.792.165,-487.865.938,28.0
GH010080,282,SC,Placa,-276.792.987,-487.866.272,28.0
GH010080,282,SC,Rocada,-276.796.471,-487.867.661,28.0
GH010080,282,SC,Faixa Central,-276.796.471,-487.867.661,28.0
GH010080,282,SC,Faixa Lateral,-276.796.471,-487.867.661,28.0
GH010080,282,SC,Rocada,-276.800.614,-487.869.709,29.0
GH010080,282,SC,Faixa Central,-276.800.614,-487.869.709,29.0
GH010080,282,SC,Faixa Lateral,-276.800.614,-487.869.709,29.0
GH010080,282,SC,Rocada,-276.804.295,-487.872.696,29.0
GH010080,282,SC,Faixa Central,-276.804.295,-487.872.696,29.0
GH010080,282,SC,Faixa Lateral,-276.804.295,-487.872.696,29.0
GH010080,282,SC,Remendo,-276.805.347,-487.873.932,29.0
GH010080,282,SC,Placa,-276.806.403,-487.875.429,29.0
GH010080,282,SC,Rocada,-276.807.156,-487.876.679,29.0
GH010080,282,SC,Faixa Central,-276.807.156,-487.876.679,29.0
GH010080,282,SC,Faixa Lateral,-276.807.156,-487.876.679,29.0
GH010080,282,SC,Rocada,-276.809.312,-487.881.175,29.0
GH010080,282,SC,Faixa Central,-276.809.312,-487.881.175,29.0
GH010080,282,SC,Faixa Lateral,-276.809.312,-487.881.175,29.0
GH010080,282,SC,Placa,-276.809.807,-487.882.343,29.0
GH010080,282,SC,Rocada,-276.811.248,-487.885.782,29.0
GH010080,282,SC,Faixa Central,-276.811.248,-487.885.782,29.0
GH010080,282,SC,Faixa Lateral,-276.811.248,-487.885.782,29.0
GH010080,282,SC,Rocada,-276.813.542,-487.890.218,29.0
GH010080,282,SC,Faixa Central,-276.813.542,-487.890.218,29.0
GH010080,282,SC,Faixa Lateral,-276.813.542,-487.890.218,29.0
GH010080,282,SC,Placa,-276.814.609,-487.891.732,29.0
GH010080,282,SC,Rocada,-276.816.625,-487.893.947,29.0
GH010080,282,SC,Faixa Central,-276.816.625,-487.893.947,29.0
GH010080,282,SC,Faixa Lateral,-276.816.625,-487.893.947,29.0
GH010080,282,SC,Trinca,-27.681.857,-48.789.552,29.0
GH010080,282,SC,Rocada,-276.820.438,-487.896.671,29.0
GH010080,282,SC,Faixa Central,-276.820.438,-487.896.671,29.0
GH010080,282,SC,Faixa Lateral,-276.820.438,-487.896.671,29.0
GH010080,282,SC,Placa,-276.822.314,-487.897.622,29.0
GH010080,282,SC,Rocada,-276.824.572,-487.898.703,29.0
GH010080,282,SC,Faixa Central,-276.824.572,-487.898.703,29.0
GH010080,282,SC,Faixa Lateral,-276.824.572,-487.898.703,29.0
GH010080,282,SC,Rocada,-27.682.879,-487.900.667,29.0
GH010080,282,SC,Faixa Central,-27.682.879,-487.900.667,29.0
GH010080,282,SC,Faixa Lateral,-27.682.879,-487.900.667,29.0
GH010080,282,SC,Rocada,-276.833.047,-487.902.579,29.0
GH010080,282,SC,Faixa Central,-276.833.047,-487.902.579,29.0
GH010080,282,SC,Faixa Lateral,-276.833.047,-487.902.579,29.0
GH010080,282,SC,Placa,-276.833.408,-487.902.728,29.0
GH010080,282,SC,Placa,-276.836.222,-487.903.778,29.0
GH010080,282,SC,Buraco,-276.836.222,-487.903.778,29.0
GH010080,282,SC,Rocada,-276.837.427,-487.904.171,29.0
GH010080,282,SC,Faixa Central,-276.837.427,-487.904.171,29.0
GH010080,282,SC,Faixa Lateral,-276.837.427,-487.904.171,29.0
GH010080,282,SC,Rocada,-276.841.905,-48.790.523,29.0
GH010080,282,SC,Faixa Central,-276.841.905,-48.790.523,29.0
GH010080,282,SC,Faixa Lateral,-276.841.905,-48.790.523,29.0
GH010080,282,SC,Placa,-276.843.738,-487.905.499,29.0
GH010080,282,SC,Rocada,-276.846.448,-48.790.574,29.0
GH010080,282,SC,Faixa Central,-276.846.448,-48.790.574,29.0
GH010080,282,SC,Faixa Lateral,-276.846.448,-48.790.574,29.0
GH010080,282,SC,Placa,-276.846.931,-48.790.576,29.0
GH010080,282,SC,Drenagem,-276.847.513,-487.905.776,29.0
GH010080,282,SC,Placa,-276.848.669,-487.905.778,29.0
GH010080,282,SC,Trinca,-276.848.669,-487.905.778,29.0
GH010080,282,SC,Rocada,-276.850.976,-487.905.671,29.0
GH010080,282,SC,Faixa Central,-276.850.976,-487.905.671,29.0
GH010080,282,SC,Faixa Lateral,-276.850.976,-487.905.671,29.0
GH010080,282,SC,Buraco,-276.852.304,-487.905.559,29.0
GH010080,282,SC,Drenagem,-276.853.717,-487.905.414,29.0
GH010080,282,SC,Placa,-276.855.211,-487.905.258,29.0
GH010080,282,SC,Rocada,-276.855.491,-487.905.228,29.0
GH010080,282,SC,Faixa Central,-276.855.491,-487.905.228,29.0
GH010080,282,SC,Faixa Lateral,-276.855.491,-487.905.228,29.0
GH010080,282,SC,Drenagem,-276.856.049,-487.905.156,29.0
GH010080,282,SC,Placa,-276.857.621,-487.904.977,29.0
GH010080,282,SC,Drenagem,-276.858.447,-487.904.876,29.0
GH010080,282,SC,Rocada,-276.859.987,-487.904.685,29.0
GH010080,282,SC,Faixa Central,-276.859.987,-487.904.685,29.0
GH010080,282,SC,Faixa Lateral,-276.859.987,-487.904.685,29.0
GH010080,282,SC,Drenagem,-276.860.708,-48.790.459,29.0
GH010080,282,SC,Drenagem,-276.863.468,-487.904.272,29.0
GH010080,282,SC,Rocada,-276.864.523,-487.904.189,29.0
GH010080,282,SC,Faixa Central,-276.864.523,-487.904.189,29.0
GH010080,282,SC,Faixa Lateral,-276.864.523,-487.904.189,29.0
GH010080,282,SC,Drenagem,-276.865.755,-487.904.156,29.0
GH010080,282,SC,Drenagem,-276.868.097,-487.904.374,29.0
GH010080,282,SC,Rocada,-276.869.025,-487.904.594,29.0
GH010080,282,SC,Faixa Central,-276.869.025,-487.904.594,29.0
GH010080,282,SC,Faixa Lateral,-276.869.025,-487.904.594,29.0
GH010080,282,SC,Drenagem,-276.871.114,-487.905.404,29.0
GH010080,282,SC,Rocada,-276.872.991,-487.906.641,29.0
GH010080,282,SC,Faixa Central,-276.872.991,-487.906.641,29.0
GH010080,282,SC,Faixa Lateral,-276.872.991,-487.906.641,29.0
GH010080,282,SC,Placa,-276.873.059,-487.906.696,29.0
GH010080,282,SC,Drenagem,-276.873.193,-487.906.806,29.0
GH010080,282,SC,Trinca,-276.874.164,-487.907.663,30.0
GH010080,282,SC,Drenagem,-276.875.038,-487.908.493,30.0
GH010080,282,SC,Rocada,-276.876.496,-487.909.946,30.0
GH010080,282,SC,Faixa Central,-276.876.496,-487.909.946,30.0
GH010080,282,SC,Faixa Lateral,-276.876.496,-487.909.946,30.0
GH010080,282,SC,Drenagem,-276.877.211,-487.910.682,30.0
GH010080,282,SC,Remendo,-276.878.471,-487.912.067,30.0
GH010080,282,SC,Drenagem,-276.878.903,-487.912.589,30.0
GH010080,282,SC,Rocada,-276.879.671,-487.913.614,30.0
GH010080,282,SC,Faixa Central,-276.879.671,-487.913.614,30.0
GH010080,282,SC,Faixa Lateral,-276.879.671,-487.913.614,30.0
GH010080,282,SC,Drenagem,-276.880.333,-487.914.624,30.0
GH010080,282,SC,Drenagem,-276.881.561,-487.916.875,30.0
GH010080,282,SC,Rocada,-276.882.035,-487.917.983,30.0
GH010080,282,SC,Faixa Central,-276.882.035,-487.917.983,30.0
GH010080,282,SC,Faixa Lateral,-276.882.035,-487.917.983,30.0
GH010080,282,SC,Drenagem,-276.882.522,-487.919.247,30.0
GH010080,282,SC,Rocada,-276.883.892,-487.922.666,30.0
GH010080,282,SC,Faixa Central,-276.883.892,-487.922.666,30.0
GH010080,282,SC,Faixa Lateral,-276.883.892,-487.922.666,30.0
GH010080,282,SC,Rocada,-276.886.295,-487.926.941,30.0
GH010080,282,SC,Faixa Central,-276.886.295,-487.926.941,30.0
GH010080,282,SC,Faixa Lateral,-276.886.295,-487.926.941,30.0
GH010080,282,SC,Rocada,-276.889.962,-487.929.875,30.0
GH010080,282,SC,Faixa Central,-276.889.962,-487.929.875,30.0
GH010080,282,SC,Faixa Lateral,-276.889.962,-487.929.875,30.0
GH010080,282,SC,Drenagem,-276.890.315,-48.793.003,30.0
GH010080,282,SC,Remendo,-27.689.169,-487.930.476,30.0
GH010080,282,SC,Drenagem,-276.892.512,-487.930.661,30.0
GH010080,282,SC,Placa,-276.892.512,-487.930.661,30.0
GH010080,282,SC,Rocada,-276.894.416,-487.930.948,30.0
GH010080,282,SC,Faixa Central,-276.894.416,-487.930.948,30.0
GH010080,282,SC,Faixa Lateral,-276.894.416,-487.930.948,30.0
GH010080,282,SC,Placa,-27.689.573,-487.931.087,30.0
GH010080,282,SC,Buraco,-276.898.847,-487.931.391,30.0
GH010080,282,SC,Rocada,-276.898.925,-487.931.401,30.0
GH010080,282,SC,Faixa Central,-276.898.925,-487.931.401,30.0
GH010080,282,SC,Faixa Lateral,-276.898.925,-487.931.401,30.0
GH010080,282,SC,Rocada,-276.903.475,-487.931.865,30.0
GH010080,282,SC,Faixa Central,-276.903.475,-487.931.865,30.0
GH010080,282,SC,Faixa Lateral,-276.903.475,-487.931.865,30.0
GH010080,282,SC,Trinca,-276.903.858,-487.931.922,30.0
GH010080,282,SC,Drenagem,-276.904.161,-487.931.969,30.0
GH010080,282,SC,Rocada,-276.907.957,-487.932.864,30.0
GH010080,282,SC,Faixa Central,-276.907.957,-487.932.864,30.0
GH010080,282,SC,Faixa Lateral,-276.907.957,-487.932.864,30.0
GH010080,282,SC,Drenagem,-276.909.308,-487.933.425,30.0
GH010080,282,SC,Placa,-276.910.414,-487.933.971,30.0
GH010080,282,SC,Drenagem,-276.911.774,-487.934.706,30.0
GH010080,282,SC,Rocada,-276.912.114,-487.934.899,30.0
GH010080,282,SC,Faixa Central,-276.912.114,-487.934.899,30.0
GH010080,282,SC,Faixa Lateral,-276.912.114,-487.934.899,30.0
GH010080,282,SC,Drenagem,-276.914.208,-487.936.094,30.0
GH010080,282,SC,Rocada,-276.916.149,-487.937.196,30.0
GH010080,282,SC,Faixa Central,-276.916.149,-487.937.196,30.0
GH010080,282,SC,Faixa Lateral,-276.916.149,-487.937.196,30.0
GH010080,282,SC,Drenagem,-276.916.283,-487.937.273,30.0
GH010080,282,SC,Remendo,-276.917.156,-487.937.767,30.0
GH010080,282,SC,Rocada,-276.920.313,-4.879.392,30.0
GH010080,282,SC,Faixa Central,-276.920.313,-4.879.392,30.0
GH010080,282,SC,Faixa Lateral,-276.920.313,-4.879.392,30.0
GH010080,282,SC,Remendo,-27.692.273,-487.939.924,30.0
GH010080,282,SC,Remendo,-276.924.187,-487.940.142,30.0
GH010080,282,SC,Rocada,-276.924.767,-487.940.195,30.0
GH010080,282,SC,Faixa Central,-276.924.767,-487.940.195,30.0
GH010080,282,SC,Faixa Lateral,-276.924.767,-487.940.195,30.0
GH010080,282,SC,Placa,-276.925.938,-487.940.219,30.0
GH010080,282,SC,Rocada,-276.929.264,-487.939.745,30.0
GH010080,282,SC,Faixa Central,-276.929.264,-487.939.745,30.0
GH010080,282,SC,Faixa Lateral,-276.929.264,-487.939.745,30.0
GH010080,282,SC,Placa,-276.932,-487.938.861,30.0
GH010080,282,SC,Rocada,-276.933.602,-48.793.826,30.0
GH010080,282,SC,Faixa Central,-276.933.602,-48.793.826,30.0
GH010080,282,SC,Faixa Lateral,-276.933.602,-48.793.826,30.0
GH010080,282,SC,Rocada,-276.937.886,-487.936.643,30.0
GH010080,282,SC,Faixa Central,-276.937.886,-487.936.643,30.0
GH010080,282,SC,Faixa Lateral,-276.937.886,-487.936.643,30.0
GH010080,282,SC,Placa,-276.940.899,-487.935.649,30.0
GH010080,282,SC,Rocada,-276.942.264,-487.935.258,30.0
GH010080,282,SC,Faixa Central,-276.942.264,-487.935.258,30.0
GH010080,282,SC,Faixa Lateral,-276.942.264,-487.935.258,30.0
GH010080,282,SC,Rocada,-276.946.731,-487.934.132,30.0
GH010080,282,SC,Faixa Central,-276.946.731,-487.934.132,30.0
GH010080,282,SC,Faixa Lateral,-276.946.731,-487.934.132,30.0
GH010080,282,SC,Drenagem,-276.949.102,-487.933.586,30.0
GH010080,282,SC,Rocada,-276.951.178,-487.933.164,30.0
GH010080,282,SC,Faixa Central,-276.951.178,-487.933.164,30.0
GH010080,282,SC,Faixa Lateral,-276.951.178,-487.933.164,30.0
GH010080,282,SC,Drenagem,-276.951.504,-487.933.108,31.0
GH010080,282,SC,Drenagem,-276.953.846,-487.932.791,31.0
GH010080,282,SC,Rocada,-276.955.723,-48.793.277,31.0
GH010080,282,SC,Faixa Central,-276.955.723,-48.793.277,31.0
GH010080,282,SC,Faixa Lateral,-276.955.723,-48.793.277,31.0
GH010080,282,SC,Drenagem,-276.956.747,-487.932.889,31.0
GH010080,282,SC,Drenagem,-276.959.011,-487.933.428,31.0
GH010080,282,SC,Rocada,-276.960.168,-487.933.801,31.0
GH010080,282,SC,Faixa Central,-276.960.168,-487.933.801,31.0
GH010080,282,SC,Faixa Lateral,-276.960.168,-487.933.801,31.0
GH010080,282,SC,Drenagem,-276.961.241,-48.793.416,31.0
GH010080,282,SC,Placa,-276.961.642,-487.934.323,31.0
GH010080,282,SC,Drenagem,-276.963.428,-487.935,31.0
GH010080,282,SC,Rocada,-276.964.475,-487.935.379,31.0
GH010080,282,SC,Faixa Central,-276.964.475,-487.935.379,31.0
GH010080,282,SC,Faixa Lateral,-276.964.475,-487.935.379,31.0
GH010080,282,SC,Drenagem,-276.965.756,-487.935.868,31.0
GH010080,282,SC,Drenagem,-276.967.898,-487.936.758,31.0
GH010080,282,SC,Rocada,-276.968.772,-487.937.133,31.0
GH010080,282,SC,Faixa Central,-276.968.772,-487.937.133,31.0
GH010080,282,SC,Faixa Lateral,-276.968.772,-487.937.133,31.0
GH010080,282,SC,Drenagem,-276.970.101,-487.937.758,31.0
GH010080,282,SC,Buraco,-276.970.879,-48.793.814,31.0
GH010080,282,SC,Drenagem,-276.972.385,-487.939.008,31.0
GH010080,282,SC,Rocada,-276.972.902,-487.939.332,31.0
GH010080,282,SC,Faixa Central,-276.972.902,-487.939.332,31.0
GH010080,282,SC,Faixa Lateral,-276.972.902,-487.939.332,31.0
GH010080,282,SC,Drenagem,-276.974.912,-487.940.793,31.0
GH010080,282,SC,Buraco,-276.975.261,-487.941.078,31.0
GH010080,282,SC,Rocada,-276.976.632,-487.942.243,31.0
GH010080,282,SC,Faixa Central,-276.976.632,-487.942.243,31.0
GH010080,282,SC,Faixa Lateral,-276.976.632,-487.942.243,31.0
GH010080,282,SC,Drenagem,-276.977.246,-487.942.771,31.0
GH010080,282,SC,Drenagem,-276.979.112,-48.794.464,31.0
GH010080,282,SC,Rocada,-276.980.043,-487.945.674,31.0
GH010080,282,SC,Faixa Central,-276.980.043,-487.945.674,31.0
GH010080,282,SC,Faixa Lateral,-276.980.043,-487.945.674,31.0
GH010080,282,SC,Drenagem,-276.982.184,-487.948.277,31.0
GH010080,282,SC,Rocada,-276.983.016,-487.949.549,31.0
GH010080,282,SC,Faixa Central,-276.983.016,-487.949.549,31.0
GH010080,282,SC,Faixa Lateral,-276.983.016,-487.949.549,31.0
GH010080,282,SC,Drenagem,-276.985.442,-487.953.608,31.0
GH010080,282,SC,Rocada,-276.985.531,-48.795.378,31.0
GH010080,282,SC,Faixa Central,-276.985.531,-48.795.378,31.0
GH010080,282,SC,Faixa Lateral,-276.985.531,-48.795.378,31.0
GH010080,282,SC,Drenagem,-276.986.668,-487.955.877,31.0
GH010080,282,SC,Rocada,-276.987.906,-487.958.161,31.0
GH010080,282,SC,Faixa Central,-276.987.906,-487.958.161,31.0
GH010080,282,SC,Faixa Lateral,-276.987.906,-487.958.161,31.0
GH010080,282,SC,Drenagem,-276.987.996,-487.958.332,31.0
GH010080,282,SC,Drenagem,-276.989.235,-487.960.624,31.0
GH010080,282,SC,Rocada,-276.990.269,-487.962.588,31.0
GH010080,282,SC,Faixa Central,-276.990.269,-487.962.588,31.0
GH010080,282,SC,Faixa Lateral,-276.990.269,-487.962.588,31.0
GH010080,282,SC,Rocada,-276.992.604,-487.967.021,31.0
GH010080,282,SC,Faixa Central,-276.992.604,-487.967.021,31.0
GH010080,282,SC,Faixa Lateral,-276.992.604,-487.967.021,31.0
GH010080,282,SC,Rocada,-276.994.932,-487.971.456,31.0
GH010080,282,SC,Faixa Central,-276.994.932,-487.971.456,31.0
GH010080,282,SC,Faixa Lateral,-276.994.932,-487.971.456,31.0
GH010080,282,SC,Rocada,-276.997.305,-487.975.802,31.0
GH010080,282,SC,Faixa Central,-276.997.305,-487.975.802,31.0
GH010080,282,SC,Faixa Lateral,-276.997.305,-487.975.802,31.0
GH010080,282,SC,Rocada,-276.999.661,-487.980.135,31.0
GH010080,282,SC,Faixa Central,-276.999.661,-487.980.135,31.0
GH010080,282,SC,Faixa Lateral,-276.999.661,-487.980.135,31.0
GH010080,282,SC,Rocada,-277.002.074,-487.984.522,31.0
GH010080,282,SC,Faixa Central,-277.002.074,-487.984.522,31.0
GH010080,282,SC,Faixa Lateral,-277.002.074,-487.984.522,31.0
GH010080,282,SC,Rocada,-277.004.439,-48.798.887,31.0
GH010080,282,SC,Faixa Central,-277.004.439,-48.798.887,31.0
GH010080,282,SC,Faixa Lateral,-277.004.439,-48.798.887,31.0
GH010080,282,SC,Rocada,-277.006.832,-487.993.235,31.0
